"gene_id","chromosome","gene_entrez_id","gene_symbol","gene_name"
"500708245","4",192656,"Ripk2","receptor (TNFRSF)-interacting serine-threonine kinase 2"
"500708246","4",100415915,"A530072M11Rik","RIKEN cDNA gene A530072M11"
"500708253","4",17389,"Mmp16","matrix metallopeptidase 16"
"500708256","4",435772,"Cnbd1","cyclic nucleotide binding domain containing 1"
"500708260","4",30952,"Cngb3","cyclic nucleotide gated channel beta 3"
"500708262","4",70568,"Cpne3","copine III"
"500708263","4",66302,"Rmdn1","regulator of microtubule dynamics 1"
"500708264","4",107568,"Wwp1","WW domain containing E3 ubiquitin protein ligase 1"
"500708267","4",74087,"Slc7a13","solute carrier family 7, (cationic amino acid transporter, y+ system) member 13"
"500708270","4",50500,"Ttpa","tocopherol (alpha) transfer protein"
"500708272","4",14590,"Ggh","gamma-glutamyl hydrolase"
"500708274","4",269513,"Nkain3","Na+/K+ transporting ATPase interacting 3"
"500708279","4",51813,"Ccnc","cyclin C"
"500708280","4",77032,"Tstd3","thiosulfate sulfurtransferase (rhodanese)-like domain containing 3"
"500708281","4",77593,"Usp45","ubiquitin specific petidase 45"
"500708282","4",67735,"4930528A17Rik","RIKEN cDNA 4930528A17 gene"
"500708283","4",66625,"Pnisr","PNN interacting serine/arginine-rich"
"500708284","4",230027,"Coq3","coenzyme Q3 homolog, methyltransferase (yeast)"
"500708285","4",76132,"Faxc","failed axon connections homolog (Drosophila)"
"500708289","4",269514,"Fbxl4","F-box and leucine-rich repeat protein 4"
"500708290","4",18992,"Pou3f2","POU domain, class 3, transcription factor 2"
"500708302","4",212377,"Mms22l","MMS22-like, DNA repair protein"
"500708303","4",212390,"Klhl32","kelch-like 32"
"500708306","4",68493,"Ndufaf4","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 4"
"500708307","4",319564,"C230012O17Rik","RIKEN cDNA C230012O17 gene"
"500708308","4",81006,"Gpr63","G protein-coupled receptor 63"
"500708310","4",67490,"Ufl1","UFM1 specific ligase 1"
"500708311","4",384001,"Prdx6-ps2","peroxiredoxin 6 pseudogene 2"
"500708315","4",14348,"Fut9","fucosyltransferase 9"
"500708318","4",242362,"Manea","mannosidase, endo-alpha"
"500708321","4",14703,"Gng2-ps1","guanine nucleotide binding protein (G protein), gamma 2 subunit, pseudogene 1"
"500708326","4",625912,"Tpm3-rs2","tropomyosin 3, related sequence 2"
"500708332","4",13841,"Epha7","Eph receptor A7"
"500708343","4",26409,"Map3k7","mitogen-activated protein kinase kinase kinase 7"
"500708347","4",12014,"Bach2","BTB and CNC homology 2"
"500708348","4",414068,"Bach2os","BTB and CNC homology 2, opposite strand"
"500708350","4",26885,"Casp8ap2","caspase 8 associated protein 2"
"500708351","4",100019,"Mdn1","midasin homolog (yeast)"
"500708353","4",108755,"Lyrm2","LYR motif containing 2"
"500708354","4",140577,"Ankrd6","ankyrin repeat domain 6"
"500708356","4",52187,"Rragd","Ras-related GTP binding D"
"500708357","4",100504166,"4933421O10Rik","RIKEN cDNA 4933421O10 gene"
"500708358","4",56228,"Ube2j1","ubiquitin-conjugating enzyme E2J 1"
"500708360","4",14409,"Gabrr2","gamma-aminobutyric acid (GABA) C receptor, subunit rho 2"
"500708361","4",14408,"Gabrr1","gamma-aminobutyric acid (GABA) C receptor, subunit rho 1"
"500708362","4",242377,"Pm20d2","peptidase M20 domain containing 2"
"500708364","4",272009,"Srsf12","serine/arginine-rich splicing factor 12"
"500708365","4",108767,"Pnrc1","proline-rich nuclear receptor coactivator 1"
"500708366","4",24018,"Rngtt","RNA guanylyltransferase and 5''-phosphatase"
"500708367","4",102465904,"Mir8118","microRNA 8118"
"500708373","4",12801,"Cnr1","cannabinoid receptor 1 (brain)"
"500708384","4",433693,"Akirin2","akirin 2"
"500708385","4",50793,"Orc3","origin recognition complex, subunit 3"
"500708386","4",109093,"Rars2","arginyl-tRNA synthetase 2, mitochondrial"
"500708387","4",24060,"Slc35a1","solute carrier family 35 (CMP-sialic acid transporter), member 1"
"500708388","4",69329,"1700003M02Rik","RIKEN cDNA 1700003M02 gene"
"500708390","4",66291,"Smim8","small integral membrane protein 8"
"500708391","4",30046,"Zfp292","zinc finger protein 292"
"500708394","4",73696,"2410114N07Rik","RIKEN cDNA 2410114N07 gene"
"500708397","4",214944,"Mob3b","MOB kinase activator 3B"
"500708400","4",73205,"3110043O21Rik","RIKEN cDNA 3110043O21 gene"
"500708407","4",242384,"Lingo2","leucine rich repeat and Ig domain containing 2"
"500708436","4",11428,"Aco1","aconitase 1"
"500708437","4",230073,"Ddx58","DEAD (Asp-Glu-Ala-Asp) box polypeptide 58"
"500708438","4",106021,"Topors","topoisomerase I binding, arginine/serine-rich"
"500708439","4",100504309,"Toporsos","topoisomerase I binding, arginine/serine-rich, opposite strand"
"500708440","4",230075,"Ndufb6","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6"
"500708441","4",75819,"4930509K18Rik","RIKEN cDNA 4930509K18 gene"
"500708442","4",320500,"Tmem215","transmembrane protein 215"
"500708443","4",71293,"4933428C19Rik","RIKEN cDNA 4933428C19 gene"
"500708444","4",66408,"Aptx","aprataxin"
"500708446","4",15502,"Dnaja1","DnaJ (Hsp40) homolog, subfamily A, member 1"
"500708447","4",387203,"Mir207","microRNA 207"
"500708448","4",74255,"Smu1","smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)"
"500708451","4",14595,"B4galt1","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1"
"500708456","4",12017,"Bag1","BCL2-associated athanogene 1"
"500708457","4",76959,"Chmp5","charged multivesicular body protein 5"
"500708458","4",74164,"Nfx1","nuclear transcription factor, X-box binding 1"
"500708460","4",11832,"Aqp7","aquaporin 7"
"500708461","4",11828,"Aqp3","aquaporin 3"
"500708462","4",230082,"Nol6","nucleolar protein family 6 (RNA-associated)"
"500708463","4",67615,"Ube2r2","ubiquitin-conjugating enzyme E2R 2"
"500708465","4",68926,"Ubap2","ubiquitin-associated protein 2"
"500708467","4",68970,"Dcaf12","DDB1 and CUL4 associated factor 12"
"500708468","4",67123,"Ubap1","ubiquitin-associated protein 1"
"500708469","4",109242,"Kif24","kinesin family member 24"
"500708470","4",66401,"Nudt2","nudix (nucleoside diphosphate linked moiety X)-type motif 2"
"500708471","4",329828,"AI464131","expressed sequence AI464131"
"500708472","4",73721,"1110017D15Rik","RIKEN cDNA 1110017D15 gene"
"500708473","4",76992,"Fam219aos","family with sequence similarity 219, member A, opposite strand"
"500708474","4",71901,"Fam219a","family with sequence similarity 219, member A"
"500708476","4",68922,"Dnaic1","dynein, axonemal, intermediate chain 1"
"500708477","4",69638,"Enho","energy homeostasis associated"
"500708479","4",12804,"Cntfr","ciliary neurotrophic factor receptor"
"500708480","4",69961,"Rpp25l","ribonuclease P/MRP 25 subunit-like"
"500708481","4",53598,"Dctn3","dynactin 3"
"500708483","4",18391,"Sigmar1","sigma non-opioid intracellular receptor 1"
"500708485","4",14430,"Galt","galactose-1-phosphate uridyl transferase"
"500708486","4",16157,"Il11ra1","interleukin 11 receptor, alpha chain 1"
"500708487","4",20301,"Ccl27a","chemokine (C-C motif) ligand 27A"
"500708517","4",100042493,"Ccl21b","chemokine (C-C motif) ligand 21B (leucine)"
"500708524","4",65958,"Ccl19-ps2","chemokine (C-C motif) ligand 19, pseudogene 2"
"500708527","4",100040048,"Ccl27b","chemokine (C-C motif) ligand 27b"
"500708528","4",16158,"Il11ra2","interleukin 11 receptor, alpha chain 2"
"500708533","4",24047,"Ccl19","chemokine (C-C motif) ligand 19"
"500708534","4",18829,"Ccl21a","chemokine (C-C motif) ligand 21A (serine)"
"500708537","4",277773,"BC049635","cDNA sequence BC049635"
"500708538","4",230085,"N28178","expressed sequence N28178"
"500708540","4",56323,"Dnajb5","DnaJ (Hsp40) homolog, subfamily B, member 5"
"500708541","4",67317,"1700022I11Rik","RIKEN cDNA 1700022I11 gene"
"500708542","4",269523,"Vcp","valosin containing protein"
"500708543","4",60534,"Fancg","Fanconi anemia, complementation group G"
"500708544","4",56703,"Pigo","phosphatidylinositol glycan anchor biosynthesis, class O"
"500708545","4",66592,"Stoml2","stomatin (Epb7.2)-like 2"
"500708546","4",230088,"Fam214b","family with sequence similarity 214, member B"
"500708548","4",22249,"Unc13b","unc-13 homolog B (C. elegans)"
"500708549","4",320571,"Atp8b5","ATPase, class I, type 8B, member 5"
"500708550","4",100213,"Rusc2","RUN and SH3 domain containing 2"
"500708551","4",329831,"Fam166b","family with sequence similarity 166, member B"
"500708552","4",21754,"Tesk1","testis specific protein kinase 1"
"500708553","4",12517,"Cd72","CD72 antigen"
"500708555","4",19782,"Rmrp","RNA component of mitochondrial RNAase P"
"500708556","4",622404,"Ccdc107","coiled-coil domain containing 107"
"500708557","4",230098,"Arhgef39","Rho guanine nucleotide exchange factor (GEF) 39"
"500708558","4",230099,"Car9","carbonic anhydrase 9"
"500708560","4",22004,"Tpm2","tropomyosin 2, beta"
"500708561","4",21894,"Tln1","talin 1"
"500708562","4",12913,"Creb3","cAMP responsive element binding protein 3"
"500708563","4",230101,"Gba2","glucosidase beta 2"
"500708565","4",242406,"Rgp1","RGP1 retrograde golgi transport homolog (S. cerevisiae)"
"500708566","4",100039672,"Msmp","microseminoprotein, prostate associated"
"500708568","4",230103,"Npr2","natriuretic peptide receptor 2"
"500708569","4",433700,"Spag8","sperm associated antigen 8"
"500708570","4",68917,"Hint2","histidine triad nucleotide binding protein 2"
"500708572","4",242408,"Fam221b","family with sequence similarity 221, member B"
"500708574","4",242409,"Tmem8b","transmembrane protein 8B"
"500708575","4",56014,"Olfr70","olfactory receptor 70"
"500708578","4",71406,"5430416O09Rik","RIKEN cDNA 5430416O09 gene"
"500708588","4",53614,"Reck","reversion-inducing-cysteine-rich protein with kazal motifs"
"500708590","4",384009,"Glipr2","GLI pathogenesis-related 2"
"500708592","4",12757,"Clta","clathrin, light polypeptide (Lca)"
"500708593","4",50798,"Gne","glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase"
"500708596","4",73469,"Rnf38","ring finger protein 38"
"500708604","4",319885,"Zcchc7","zinc finger, CCHC domain containing 7"
"500708607","4",76238,"Grhpr","glyoxylate reductase/hydroxypyruvate reductase"
"500708608","4",230119,"Zbtb5","zinc finger and BTB domain containing 5"
"500708609","4",73405,"1700055D18Rik","RIKEN cDNA 1700055D18 gene"
"500708610","4",64424,"Polr1e","polymerase (RNA) I polypeptide E"
"500708611","4",269529,"Fbxo10","F-box protein 10"
"500708613","4",68512,"Tomm5","translocase of outer mitochondrial membrane 5 homolog (yeast)"
"500708614","4",666060,"Frmpd1","FERM and PDZ domain containing 1"
"500708615","4",78508,"Frmpd1os","FERM and PDZ domain containing 1, opposite strand"
"500708616","4",69934,"Trmt10b","tRNA methyltransferase 10B"
"500708617","4",66362,"Exosc3","exosome component 3"
"500708620","4",242418,"Dcaf10","DDB1 and CUL4 associated factor 10"
"500708621","4",230125,"Slc25a51","solute carrier family 25, member 51"
"500708622","4",230126,"Shb","src homology 2 domain-containing transforming protein B"
"500708629","4",72535,"Aldh1b1","aldehyde dehydrogenase 1 family, member B1"
"500708630","4",75426,"Igfbpl1","insulin-like growth factor binding protein-like 1"
"500708632","4",381522,"E230008N13Rik","RIKEN cDNA E230008N13 gene"
"500708633","4",100121,"Tdrd7","tudor domain containing 7"
"500708634","4",21916,"Tmod1","tropomodulin 1"
"500708635","4",272027,"Tstd2","thiosulfate sulfurtransferase (rhodanese)-like domain containing 2"
"500708636","4",433702,"Ncbp1","nuclear cap binding protein subunit 1"
"500708637","4",22590,"Xpa","xeroderma pigmentosum, complementation group A"
"500708644","4",74753,"5830415F09Rik","RIKEN cDNA 5830415F09 gene"
"500708645","4",93966,"Hemgn","hemogen"
"500708646","4",67628,"Anp32b","acidic (leucine-rich) nuclear phosphoprotein 32 family, member B"
"500708647","4",94181,"Nans","N-acetylneuraminic acid synthase (sialic acid synthase)"
"500708648","4",74735,"Trim14","tripartite motif-containing 14"
"500708649","4",107684,"Coro2a","coronin, actin binding protein 2A"
"500708652","4",381605,"Tbc1d2","TBC1 domain family, member 2"
"500708655","4",242425,"Gabbr2","gamma-aminobutyric acid (GABA) B receptor, 2"
"500708658","4",75691,"Anks6","ankyrin repeat and sterile alpha motif domain containing 6"
"500708659","4",230145,"Galnt12","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12"
"500708661","4",12819,"Col15a1","collagen, type XV, alpha 1"
"500708664","4",21812,"Tgfbr1","transforming growth factor, beta receptor I"
"500708667","4",56737,"Alg2","asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)"
"500708668","4",66212,"Sec61b","Sec61 beta subunit"
"500708673","4",18124,"Nr4a3","nuclear receptor subfamily 4, group A, member 3"
"500708674","4",67727,"Stx17","syntaxin 17"
"500708675","4",76299,"Erp44","endoplasmic reticulum protein 44"
"500708677","4",16348,"Invs","inversin"
"500708679","4",269536,"Tex10","testis expressed gene 10"
"500708680","4",66665,"Msantd3","Myb/SANT-like DNA-binding domain containing 3"
"500708681","4",230157,"Tmeff1","transmembrane protein with EGF-like and two follistatin-like domains 1"
"500708682","4",68016,"Murc","muscle-related coiled-coil protein"
"500708685","4",272031,"Lppr1","lipid phosphate phosphatase-related protein type 1"
"500708688","4",19665,"Rbpsuh-ps1","recombining binding protein suppressor of hairless (Drosophila), pseudogene 1"
"500708689","4",209186,"Acnat2","acyl-coenzyme A amino acid N-acyltransferase 2"
"500708692","4",19666,"Rbpsuh-ps2","recombining binding protein suppressor of hairless (Drosophila), pseudogene 2"
"500708693","4",230161,"Acnat1","acyl-coenzyme A amino acid N-acyltransferase 1"
"500708696","4",12012,"Baat","bile acid-Coenzyme A: amino acid N-acyltransferase"
"500708698","4",28028,"Mrpl50","mitochondrial ribosomal protein L50"
"500708699","4",230162,"Zfp189","zinc finger protein 189"
"500708700","4",230163,"Aldob","aldolase B, fructose-bisphosphate"
"500708701","4",67063,"Tmem246","transmembrane protein 246"
"500708704","4",109331,"Rnf20","ring finger protein 20"
"500708705","4",242443,"Grin3a","glutamate receptor ionotropic, NMDA3A"
"500708706","4",19059,"Ppp3r2","protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type II)"
"500708713","4",100040814,"Amd-ps4","S-adenosylmethionine decarboxylase, pseudogene 4"
"500708715","4",329844,"C630028M04Rik","RIKEN cDNA C630028M04 gene"
"500708719","4",72648,"Smc2os","structural maintenance of chromosomes 2, opposite strand"
"500708720","4",14211,"Smc2","structural maintenance of chromosomes 2"
"500708722","4",100040883,"Vma21-ps","VMA21 vacuolar H+-ATPase homolog (S. cerevisiae), pseudogene"
"500708728","4",404368,"Olfr274-ps1","olfactory receptor 274, pseudogene 1"
"500708736","4",66536,"Nipsnap3b","nipsnap homolog 3B (C. elegans)"
"500708737","4",11303,"Abca1","ATP-binding cassette, sub-family A (ABC1), member 1"
"500708738","4",73941,"4930412L05Rik","RIKEN cDNA 4930412L05 gene"
"500708740","4",381524,"AI427809","expressed sequence AI427809"
"500708742","4",100434,"Slc44a1","solute carrier family 44, member 1"
"500708744","4",319636,"Fsd1l","fibronectin type III and SPRY domain containing 1-like"
"500708746","4",246179,"Fktn","fukutin"
"500708747","4",21350,"Tal2","T cell acute lymphocytic leukemia 2"
"500708748","4",435784,"Rps15a-ps8","ribosomal protein S15A, pseudogene 8"
"500708749","4",52076,"Tmem38b","transmembrane protein 38B"
"500708756","4",666901,"Tpt1-ps2","tumor protein, translationally-controlled, pseudogene 2"
"500708760","4",242466,"Zfp462","zinc finger protein 462"
"500708767","4",19359,"Rad23b","RAD23b homolog (S. cerevisiae)"
"500708770","4",16600,"Klf4","Kruppel-like factor 4 (gut)"
"500708780","4",11471,"Actl7b","actin-like 7b"
"500708781","4",11470,"Actl7a","actin-like 7a"
"500708782","4",230233,"Ikbkap","inhibitor of kappa light polypeptide enhancer in B cells, kinase complex-associated protein"
"500708783","4",230234,"Fam206a","family with sequence similarity 206, member A"
"500708784","4",54366,"Ctnnal1","catenin (cadherin associated protein), alpha-like 1"
"500708785","4",242474,"Tmem245","transmembrane protein 245"
"500708787","4",230235,"Frrs1l","ferric-chelate reductase 1 like"
"500708788","4",54357,"Epb4.1l4b","erythrocyte protein band 4.1-like 4b"
"500708792","4",545622,"Ptpn3","protein tyrosine phosphatase, non-receptor type 3"
"500708798","4",242481,"Palm2","paralemmin 2"
"500708800","4",11641,"Akap2","A kinase (PRKA) anchor protein 2"
"500708804","4",22166,"Txn1","thioredoxin 1"
"500708808","4",64817,"Svep1","sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
"500708810","4",18198,"Musk","muscle, skeletal, receptor tyrosine kinase"
"500708811","4",14745,"Lpar1","lysophosphatidic acid receptor 1"
"500708815","4",258922,"Olfr267","olfactory receptor 267"
"500708816","4",230249,"AI314180","expressed sequence AI314180"
"500708817","4",100041581,"Zkscan16","zinc finger with KRAB and SCAN domains 16"
"500708818","4",67103,"Ptgr1","prostaglandin reductase 1"
"500708819","4",72429,"Dnajc25","DnaJ (Hsp40) homolog, subfamily C, member 25"
"500708820","4",14700,"Gng10","guanine nucleotide binding protein (G protein), gamma 10"
"500708821","4",100155,"AI481877","expressed sequence AI481877"
"500708823","4",433712,"Rpsa-ps11","ribosomal protein SA, pseudogene 11"
"500708824","4",22234,"Ugcg","UDP-glucose ceramide glucosyltransferase"
"500708827","4",634731,"Susd1","sushi domain containing 1"
"500708829","4",230257,"Ptbp3","polypyrimidine tract binding protein 3"
"500708831","4",72479,"Hsdl2","hydroxysteroid dehydrogenase like 2"
"500708832","4",230259,"E130308A19Rik","RIKEN cDNA E130308A19 gene"
"500708833","4",66209,"Inip","INTS3 and NABP interacting protein"
"500708834","4",209131,"Snx30","sorting nexin family member 30"
"500708839","4",100417331,"Mup-ps1","major urinary protein, pseudogene 1"
"500708851","4",620982,"Mup-ps7","major urinary protein, pseudogene 7"
"500708868","4",667278,"Mup-ps16","major urinary protein, pseudogene 16"
"500708879","4",22696,"Zfp37","zinc finger protein 37"
"500708881","4",20530,"Slc31a2","solute carrier family 31, member 2"
"500708882","4",338355,"Fkbp15","FK506 binding protein 15"
"500708883","4",20529,"Slc31a1","solute carrier family 31, member 1"
"500708884","4",66440,"Cdc26","cell division cycle 26"
"500708885","4",70052,"Prpf4","PRP4 pre-mRNA processing factor 4 homolog (yeast)"
"500708886","4",76072,"Rnf183","ring finger protein 183"
"500708888","4",71354,"Wdr31","WD repeat domain 31"
"500708889","4",192120,"Bspry","B-box and SPRY domain containing"
"500708890","4",72748,"Hdhd3","haloacid dehalogenase-like hydrolase domain containing 3"
"500708891","4",17025,"Alad","aminolevulinate, delta-, dehydratase"
"500708892","4",59001,"Pole3","polymerase (DNA directed), epsilon 3 (p17 subunit)"
"500708893","4",214106,"4933430I17Rik","RIKEN cDNA 4933430I17 gene"
"500708894","4",50780,"Rgs3","regulator of G-protein signaling 3"
"500708898","4",72701,"Zfp618","zinc finger protein 618"
"500708902","4",373864,"Col27a1","collagen, type XXVII, alpha 1"
"500708908","4",100182,"Akna","AT-hook transcription factor"
"500708910","4",73750,"Whrn","whirlin"
"500708911","4",66290,"Atp6v1g1","ATPase, H+ transporting, lysosomal V1 subunit G1"
"500708913","4",230279,"6330416G13Rik","RIKEN cDNA 6330416G13 gene"
"500708919","4",326623,"Tnfsf15","tumor necrosis factor (ligand) superfamily, member 15"
"500708921","4",21949,"Tnfsf8","tumor necrosis factor (ligand) superfamily, member 8"
"500708922","4",435787,"Rpl17-ps4","ribosomal protein L17, pseudogene 4"
"500708923","4",21923,"Tnc","tenascin C"
"500708929","4",18491,"Pappa","pregnancy-associated plasma protein A"
"500708930","4",56079,"Astn2","astrotactin 2"
"500708931","4",69807,"Trim32","tripartite motif-containing 32"
"500708934","4",21898,"Tlr4","toll-like receptor 4"
"500708937","4",21455,"Tcp1-ps1","t-complex protein 1, pseudogene 1"
"500708939","4",56710,"Brinp1","bone morphogenic protein/retinoic acid inducible neural specific 1"
"500708948","4",214444,"Cdk5rap2","CDK5 regulatory subunit associated protein 2"
"500708949","4",230316,"Megf9","multiple EGF-like-domains 9"
"500708955","4",100039979,"Rps18-ps1","ribosomal protein S18, pseudogene 1"
"500708959","4",21885,"Tle1","transducin-like enhancer of split 1, homolog of Drosophila E(spl)"
"500708960","4",68285,"C630043F03Rik","RIKEN cDNA C630043F03 gene"
"500708961","4",353204,"Aldoart1","aldolase 1 A, retrogene 1"
"500708973","4",242505,"Rasef","RAS and EF hand domain containing"
"500708980","4",242506,"Frmd3","FERM domain containing 3"
"500708983","4",76804,"Kdm4c","lysine (K)-specific demethylase 4C"
"500708989","4",66928,"Tmem261","transmembrane protein 261"
"500708997","4",19266,"Ptprd","protein tyrosine phosphatase, receptor type, D"
"500709005","4",103926449,"Fkbp1a-ps4","FK506 binding protein 1a, pseudogene 4"
"500709009","4",623726,"A430085M09Rik","RIKEN cDNA A430085M09 gene"
"500709013","4",22178,"Tyrp1","tyrosinase-related protein 1"
"500709014","4",52829,"Lurap1l","leucine rich adaptor protein 1-like"
"500709015","4",17475,"Mpdz","multiple PDZ domain protein"
"500709020","4",18028,"Nfib","nuclear factor I/B"
"500709021","4",76455,"2310067E19Rik","RIKEN cDNA 2310067E19 gene"
"500709026","4",68268,"Zdhhc21","zinc finger, DHHC domain containing 21"
"500709027","4",12622,"Cer1","cerberus 1 homolog (Xenopus laevis)"
"500709028","4",329872,"Frem1","Fras1 related extracellular matrix protein 1"
"500709031","4",69863,"Ttc39b","tetratricopeptide repeat domain 39B"
"500709036","4",77634,"Snapc3","small nuclear RNA activating complex, polypeptide 3"
"500709037","4",101739,"Psip1","PC4 and SFRS1 interacting protein 1"
"500709040","4",320226,"Ccdc171","coiled-coil domain containing 171"
"500709042","4",102641235,"Cbx3-ps3","chromobox 3, pseudogene 3"
"500709051","4",242509,"Bnc2","basonuclin 2"
"500709054","4",338349,"Cntln","centlein, centrosomal protein"
"500709058","4",20404,"Sh3gl2","SH3-domain GRB2-like 2"
"500709061","4",77739,"Adamtsl1","ADAMTS-like 1"
"500709064","4",75811,"Fam154a","family with sequence similarity 154, member A"
"500709066","4",68441,"Rraga","Ras-related GTP binding A"
"500709067","4",230376,"Haus6","HAUS augmin-like complex, subunit 6"
"500709070","4",11520,"Plin2","perilipin 2"
"500709073","4",329877,"Dennd4c","DENN/MADD domain containing 4C"
"500709075","4",20104,"Rps6","ribosomal protein S6"
"500709076","4",230379,"Acer2","alkaline ceramidase 2"
"500709077","4",76376,"Slc24a2","solute carrier family 24 (sodium/potassium/calcium exchanger), member 2"
"500709081","4",70122,"Mllt3","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3"
"500709083","4",230393,"Focad","focadhesin"
"500709085","4",66775,"Ptplad2","protein tyrosine phosphatase-like A domain containing 2"
"500709091","4",269553,"Mrpl48-ps","mitochondrial ribosomal protein L48 pseudogene"
"500709100","4",242521,"Klhl9","kelch-like 9"
"500709109","4",319146,"Ifnz","interferon zeta"
"500709126","4",723895,"Mir31","microRNA 31"
"500709130","4",66902,"Mtap","methylthioadenosine phosphorylase"
"500709134","4",12578,"Cdkn2a","cyclin-dependent kinase inhibitor 2A"
"500709135","4",12579,"Cdkn2b","cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)"
"500709139","4",242523,"Dmrta1","doublesex and mab-3 related transcription factor like family A1"
"500709140","4",236537,"Zfp352","zinc finger protein 352"
"500709148","4",15569,"Elavl2","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)"
"500709150","4",102466157,"Mir6402","microRNA 6402"
"500709162","4",69136,"Tusc1","tumor suppressor candidate 1"
"500709169","4",67770,"Caap1","caspase activity and apoptosis inhibitor 1"
"500709171","4",18786,"Plaa","phospholipase A2, activating protein"
"500709173","4",67694,"Ift74","intraflagellar transport 74"
"500709174","4",100061,"Lrrc19","leucine rich repeat containing 19"
"500709177","4",21687,"Tek","endothelial-specific receptor tyrosine kinase"
"500709178","4",67753,"Eqtn","equatorin, sperm acrosome associated"
"500709180","4",320713,"Mysm1","myb-like, SWIRM and MPN domains 1"
"500709182","4",16476,"Jun","jun proto-oncogene"
"500709183","4",230451,"Junos","jun proto-oncogene, opposite strand"
"500709189","4",75578,"Fggy","FGGY carbohydrate kinase domain containing"
"500709190","4",319247,"9530080O11Rik","RIKEN cDNA 9530080O11 gene"
"500709191","4",77963,"Hook1","hook homolog 1 (Drosophila)"
"500709192","4",230459,"Cyp2j13","cytochrome P450, family 2, subfamily j, polypeptide 13"
"500709194","4",242546,"Cyp2j12","cytochrome P450, family 2, subfamily j, polypeptide 12"
"500709195","4",546837,"Cyp2j7","cytochrome P450, family 2, subfamily j, polypeptide 7"
"500709196","4",100125600,"Cyp2j15-ps","cytochrome P450, family 2, subfamily j, member 15, pseudogene"
"500709198","4",100125599,"Cyp2j14-ps","cytochrome P450, family 2, subfamily j, polypeptide 14, pseudogene"
"500709199","4",665095,"Cyp2j8","cytochrome P450, family 2, subfamily j, polypeptide 8"
"500709200","4",13110,"Cyp2j6","cytochrome P450, family 2, subfamily j, polypeptide 6"
"500709201","4",74519,"Cyp2j9","cytochrome P450, family 2, subfamily j, polypeptide 9"
"500709202","4",13109,"Cyp2j5","cytochrome P450, family 2, subfamily j, polypeptide 5"
"500709208","4",319865,"E130114P18Rik","RIKEN cDNA E130114P18 gene"
"500709209","4",18027,"Nfia","nuclear factor I/A"
"500709220","4",78687,"0610025J13Rik","RIKEN cDNA 0610025J13 gene"
"500709221","4",94043,"Tm2d1","TM2 domain containing 1"
"500709222","4",12695,"Inadl","InaD-like (Drosophila)"
"500709227","4",381591,"L1td1","LINE-1 type transposase domain containing 1"
"500709228","4",242553,"Kank4","KN motif and ankyrin repeat domains 4"
"500709230","4",545660,"I0C0044D17Rik","RIKEN cDNA I0C0044D17 gene"
"500709232","4",230484,"Usp1","ubiquitin specific peptidase 1"
"500709233","4",67299,"Dock7","dedicator of cytokinesis 7"
"500709234","4",30924,"Angptl3","angiopoietin-like 3"
"500709236","4",242557,"Atg4c","autophagy related 4C, cysteine peptidase"
"500709244","4",320438,"Alg6","asparagine-linked glycosylation 6 (alpha-1,3,-glucosyltransferase)"
"500709245","4",67733,"Itgb3bp","integrin beta 3 binding protein (beta3-endonexin)"
"500709246","4",230500,"Efcab7","EF-hand calcium binding domain 7"
"500709248","4",72157,"Pgm2","phosphoglucomutase 2"
"500709251","4",26563,"Ror1","receptor tyrosine kinase-like orphan receptor 1"
"500709256","4",381534,"Ube2u","ubiquitin-conjugating enzyme E2U (putative)"
"500709258","4",277707,"Ccdc50-ps","Ccdc50 retrotransposed pseudogene"
"500709260","4",320508,"Cachd1","cache domain containing 1"
"500709261","4",242570,"Raver2","ribonucleoprotein, PTB-binding 2"
"500709263","4",16451,"Jak1","Janus kinase 1"
"500709265","4",77866,"E130102H24Rik","RIKEN cDNA E130102H24 gene"
"500709267","4",68400,"0610043K17Rik","RIKEN cDNA 0610043K17 gene"
"500709269","4",11639,"Ak4","adenylate kinase 4"
"500709270","4",72685,"Dnajc6","DnaJ (Hsp40) homolog, subfamily C, member 6"
"500709272","4",230514,"Leprot","leptin receptor overlapping transcript"
"500709273","4",16847,"Lepr","leptin receptor"
"500709274","4",545662,"B020004J07Rik","RIKEN cDNA B020004J07 gene"
"500709282","4",18578,"Pde4b","phosphodiesterase 4B, cAMP specific"
"500709287","4",73094,"Sgip1","SH3-domain GRB2-like (endophilin) interacting protein 1"
"500709289","4",67344,"Tctex1d1","Tctex1 domain containing 1"
"500709291","4",23919,"Insl5","insulin-like 5"
"500709292","4",242584,"Wdr78","WD repeat domain 78"
